text,label
"hi riya, could you please walk me through your solution?",generic
let's think again about the cups that candice labelled. how many cups did she label and how many post its did she use?,probing
"hi jian, could you please walk me through your solution?",generic
you already did many things right but let's look at the end of the problem. are there any steps left to take for elliott?,focus
"hi rishi, could you please walk me through your solution?",generic
"you already did many things right but let's focus on one detail you might have forgotten. when the download was interrupted because of the update, did carla start where she left off?",focus
"hi scott, could you please walk me through your solution?",generic
"let's try to think of another problem. if i bought a table for 5 and bought oil and new screws for 8. afterwards, i sold the table for 20 new value. how much profit would i have made?",probing
"hi heidi, can you talk me through how you reached your answer",generic
if you read back through the problem can you see how many steps were left at the end of the day?,focus
"hi jordy, could you please walk me through your solution?",generic
you already did many things right. but i think your confusion lies in the understanding of the question. let's imagine the balls are caught by someone in the audience but josh doesn't have the time to go get them during his performance but only collects them later. how many balls can he immediately juggle with?,probing
"hi jian, can you talk me through your answer?",focus
"thanks, you got the first step correct. if you reread the first line of the problem can you work out double the number of books already in the shelves?",focus
"hi jia, can you talk me through your calculation?",focus
"look carefully at the questions, how often does she need to feed 3 cups of feed?",probing
"hi brenda, talk me through your solution",generic
ok remember the question is asking how many miles can be done on a tank rather than on the remaining 8 gallons,focus
"hi steven, talk me through the question",generic
"ok, you've overcomplicated this. it only requires addition and subtraction. start with the total number of spoons",focus
"hi claire, tell me about how you worked out you answer",focus
if the computer restarted during the midddle of the download would it restart from the same point or would you have to restart it completely?,probing
"hi ronny, tell me your solution",generic
"you are very close! in the last part of the question it tells you that he only had 2,00 steps left to take. did you subtract the 2,000 to reach the final answer?",focus
"hi, please talk me through your solution",generic
"ok, you've gone wrong in the first step. marcy becomes entitled to the pension after 20 years of service, so it is only in year 21 that she starts being entitled to 5 a year. try again with this in mind",telling
"hi rishi, talk me through your solution",generic
so close! did you add the discount of milk to the discounted icecream to get the total savings?,focus
"hi, do you want to talk me through your solution",generic
"that's partly right. you have made a mistake with the taffy, though, so let's look at that. how many pounds did sally buy?",focus
hi jian talk me through your answer,generic
ok reminder the question doesn't ask about boys. its saying that half the girls couldn't attend,focus
"hello, do you want to talk me through your solution",generic
"ok there are some issues with this. firstly, how many pencils does jane have?",focus
"hi, do you want to talk me through your solution",generic
"ok, you are almost right, but you're starting off with the wrong figure. read the question again. how many cups of feed does she give each chicken per day?",focus
"hi, do you want to talk me through your solution",generic
"ok, read the question again, and answer these questions separately how much meat per sandwich? how much cheese per sandwich?",focus
"hi, do you want to talk me through your solution?",generic
"ok, you are on the right track but you are making one key error. read the question again and tell me how many cups of feed per chicken per day?",focus
hi can you explain your answer,generic
ok how much do donuts cost per dozen,focus
hi can you talk me through your solution?,generic
"ok, you started off correctly but there is an error in step 3. you should add the 3 spoons to the total, not subtract. try it again",focus
"hi, can you talk me through your solution?",generic
"ok, let's look at this another way. how much cash did kenny make from the sale of his cards?",focus
hi can you talk me through your answer,generic
"i can see you worked out how many jam had in her boxes, how many pencils do jam and meg have each",focus
"hello, do you want to talk me through your solution?",generic
"ok, you are on the right track, but you are answering the wrong question. read the question again. does it ask you to calculate how many miles she can drive on her remaining fuel?",focus
can you talk me through your answer,generic
i can see you have calculated that 80gb had been downloaded in 40mins and that it would be 20 mins resart. to find the time to download the file after restart 200 2,probing
hi can you talk me through your answer,generic
"ok lets start at the beginning, how many spoons did julia have when she set the table",focus
hi can you talk me through your answer,generic
which half of the choir was asked to perform boys or girls,focus
hi luca can you guide me through your solution?,generic
"okay, that seems like a lot of lego sets. how much money did he have left after buying video games?",probing
"hi ronny, please can you guide me through the question?",generic
"i see, that figure seems a bit high. can you tell me how many sandwiches are needed to feed 20 people?",probing
"hi jia, can you walk me through your solution?",generic
wow that seems like a lot of feed. could you tell me how many chickens there wer in total?,focus
"hi claire, can you walk me through your solution?",generic
"okay, i can see you have got the correct method of working backwards, i can see you have got it correct right up until the green house. do you have any idea what you did wrong when calculating the green house vaccum cleaners?",probing
"hi heidi, can you walk me through your solution?",generic
"wow, that seems like a lot of money for doughnuts. can you read the question and remind me of the unit of measurement we are working in?",probing
"hi, can you explain your working?",generic
"ok, i think there is an easier approach. how much money did he make in total?",focus
"hi, can you explain your workings?",generic
"ok, we need to start by working out how many pencils they have altogether.",focus
"hi, can you explain your answer?",generic
"ok, we need to start again, so forget what you did and let's revisit the question.",focus
"hi, can you explain your answer?",generic
read the question again. what does it tell us about the three cups of feed?,focus
"hi cody, can you explain your answer?",generic
you forgot to add on the discount for the ice cream that you already calculated.,focus
"luca, can you break down your solution for me",generic
"okay, so after the 6000 steps, have you thought about how many steps he had left?",probing
"hi jia, can you tell me how you got your answer?",generic
"actually, marcy only gets 50,000 per year if she works for the company for 40 years, not 20",focus
"scott, can you break down your solution step by step",generic
why did you subtract the 5 for the arcade tokens?,probing
"hi brenda, can you tell me how you got your answer?",generic
it looks like you added 20 crates twice,focus
"hi jordy, can you tell me how you got your answer?",generic
"so before she sold to the red house, she had 12 vacuum cleaners. we can call x the number of vacuum cleaners she had before visiting the red house. if she had 12 vacuum cleaners, and that represented 2 3 of what she originally had, how can we figure out what x is?",probing
"hi riya, can you tell me how you got your answer?",generic
"actually, sally had to buy one pound of taffy at full price, then she got half off the second",focus
"hello heidi, can you explain your method here please?",generic
"ok, good, you've made a great start! you've got a little confused though, so let's try this another way. how much did kenny make altogether when selling the cards?",probing
"hi michael, can you tell me how you got to your answer?",generic
but after his jog he still had 2000 steps left,focus
"hi , could you please walk me through your solution?",generic
alejandra could you please re-read the question and tell me what is needed to calculate here?,generic
"hi , could you please walk me through your solution?",generic
hunter but haven't you already subtracted the 7 in step 2 to get 48 which was left with lilly after buying the shirt? so why add it with 21 and subtract it again from 48?,focus
"hi , could you please walk me through your solution?",generic
scott can you explain what the variable 'h' in your solution represents? what did you assume 'h' to be?,generic
"hi riya, walk my throguh your solution please",focus
okay - so you are correct that the grape jar had 43 5 48 candies. you are also right that you need to multiply 48 by 4 to get your answer. can you check you multiplication using a calculator please,focus
"hi winnie, talk me through your answer",generic
"ok, focus on the question. it's asking you how much the house sold for, not how much it sold for after the broker's commision",focus
"hi , could you please walk me through your solution?",generic
jordy can you explain why you added 2 for 2 mugs of cocoa whereas you calculate the cost to be 2x 2?,focus
"hi scott, talk me through your solution please",generic
"okay i see. you are correct that he uses 1,320 ounces per day fro his bath as 11 x 120 is 1,320. if he uses this per day, how much does he use per week?",focus
"hi , could you please walk me through your solution?",generic
"emily you see the phrase "" it takes 15 minutes for the elevator to travel down the first half of the floors."" means it takes 15 minutes in total to travel the first half of the floors and not 15 minutes per floor.",focus
"hi claire,m talk me through your answer",generic
"ok, you've overcomplicated this. let's start again. if a large puzzle is 15 and a small plus a large is 23 how much is a small puzzle?",focus
"hi, can you explain your solution?",generic
"nearly perfect, let's simplify your sum so we can add the whole numbers together. can you do that?",focus
"hideandre, talk me through the problem",generic
"right, let's try this again. we know 750 children are going to soccer in the afternoon. we need to this by 3v to find out how many go in the morning",focus
hi can you explain your answer?,generic
"ok, let's check how many levi has scored. can you spot your mistake?",focus
"hi, can you explain your answer please?",generic
"it's easier to work this out in steps, rather than using algebra. let's start at the beginning. what age was john 3 years ago?",focus
"hi, can you explain your answer?",focus
"ok, you have doubled the number of chickens twice.",focus
"hi, can you explain your answer?",generic
"we also need to know how many ml have splashed out of the pool, not just the amount left in it.",focus
hi stephanie! can you walk me through your solution?,generic
"let's focus on each step of the problem. first, let's figure out how many issues will be received in the subscription",focus
hi jordy! let's walk through your answer to this problem,generic
"when we read the problem, do you think shawna's goal is to do 30 sit ups total or 30 every day?",probing
"hi , could you please walk me through your solution?",generic
cody your method is correct but you see 4 sets of earring refers to 8 earrings.,generic
"luca, can you walk me through your answer again please",generic
lets reign it in a wee bit here. from the top. if it takes 8 days for 3 builders to build one house then how much faster can 6 builders do it. remember there are now twice as many builders.,probing
hi cody. let's walk through your solution here,generic
great. and did you count all the possible students in that total?,probing
please talk me through your answer,generic
how many sacks in the first yeild?,probing
hi seth. can you walk me through your answer?,generic
great! let's go back to the total number of people at the party. did you forget anyone in that number?,probing
"hi , could you please walk me through your solution?",generic
"heidi, please note that the phrase "" 30 each for six hardcover books and 12 each for six paperback books. "" refers to the fact that cost of each book for each person is 30 hardcover and 12 paperback.",focus
"hi lakisha,please talk me through your ideas",generic
why did you decide to subtract the 400?,probing
"hi , could you please walk me through your solution?",generic
hunter well done. but you see if gina needs to tip 15 more to be a good tipper then that is the answer. you dont need to subtract the 5 tip from the 15 .,focus
"hi , could you please walk me through your solution?",generic
very good alejandra. everything is correct except one step. you see tina is is one-third as fast a runner as tom implies that tina's speed is one-third of tom's time or conversely we can say that tom's time is three times faster than tina.,focus
"hi , could you please walk me through your solution?",generic
jia can you tell me how much time does it take to wash a normal car?,generic
"hello deandre, please can you explain how you got your answer?",generic
ok and how much is a regular scoop?,focus
"hello alejandra, please talk me through your solution",generic
please can you check the part where you look at when chris was sick. how many hours extra did she work?,focus
"hi emily, can you walk me through your solution?",generic
"wow, that seems like a lot of cans! let's start from the beginning. if he rececyled 80 bottles at 0.10, how much did jack earn?",probing
"hi scott, can you walk me through your solution?",generic
"wow. that seems like a lot! let's start from the beginning- if dorothy paid 12 for 3 gold coins, how would we calculate what 1 gold coin is worth?",probing
"hi, can you talk me through your answer?",generic
"great, you got part way there, but remember the yen tat jack already has?",focus
hi can you explain what you worked out?,generic
"let's try a different approach. how many miles will he travel altogether, going back and forth?",focus
"hi jordy, can you walk me through your solution?",generic
"i can see you have the correct method of calculating this, but you have made one mistake. can you spot it?",probing
"hi rishi, can you walk me through your solution?",generic
"i can see you have forgotten one step there, you have 20 watermelons left in your solution, but the question asks you 'how many customers bought two watermelons?'. so what would you need to do?",probing
can you talk me through your answer?,generic
you worked out she drinks 1500 ml in 6 hours. id this enough to reach her daily target?,focus
"lakisha, please can you walk me through your solution",generic
"mm okay, that's not quite right. imagine you have jack on one side and anna on the other, how much weight would you need to put on anna's side so they are equal?",probing
"hi, can you explain your workings?",generic
can you see that you already worked out the answer but then carried on too far?,focus
hi deandre. please talk to me about how you got the answer you did,generic
let's take this one step at a time. you said there are 365 days in a year and we know that denny gets 1000 new followers every day. so how many new followers would that be a day given just that information?,probing
hi ronny. can you talk me through your answer,generic
okay lets start again together from the top. the pen is shorter than the encil by 2cm so what does that make?,probing
please explain your answer to me riya,generic
so you have 2 x 24 for the time it takes to do two cars. hoow long does it take to do the suv,focus
hi scott. can you walk me through your answer?,generic
that's a great start! so how many houses did scott go to in total across the two days?,probing
hi emily. can you walk me through your answer?,generic
that's a great start. but let's look at the number of tuna. do you think he caught twice as much tuna than trout or twice as much tuna as salmon?,probing
hi jordy. tell me about your answer,generic
"let's approach this working backward. if in three years, tabitha will have 8 colors in her hair, how many colors does she have in her hair now?",focus
hi rishi. could you please talk me through your solution?,generic
how many parts are there altogether in 9 10?,focus
hi deandre. how did yo work this out?,generic
"look carefully, within your calculations you added 35 and 5. what is that 5 mins for?",focus
hi ronny. how did you work this out then?,generic
okay so lets break this down. how many hours did she study on the second day?,focus
"hi luca, please tell me about how you arrived at 80.",generic
you told me you subtracted 130 from 160. what did you get?,probing
"hi jordy, please tell me about how you got your answer of 6.",generic
does the question ask you about each student getting a cupcake or each person getting a cupcake?,probing
hi winnie! tell me about how you solved this problem.,generic
"the problem asks you to determine how many pastries are sold on average each day of the week, but you're missing one day--what's missing?",probing
hi can you tal me through your answer,generic
ok lets start at the beginning. the water flows in at a rate of 12l per min and escapes at rate of 1l per min. in the question it says he turns the tap on for 1 min and off for 1 min so in that time how many litres of water have escaped,probing
hi emiloy can you tell me how you worked out the problem,generic
do you need to use all those calculations?,probing
hi can you talk me through your answer,generic
great i can see you have worked out he needs 3000 gallons so at a rate of 10 gallons per hour how long would it take,probing
hihunter can you tell me how you worked it out?,generic
how many days does he train per week?,probing
hi can you talk me through your answer,generic
ok how many space stickers did paige have,focus
hibrnada can you tell me how you worked this out,generic
how many stripes did the three people have on each shoes?,focus
hi can you talk me through your answer,generic
ok how many boys are there,focus
hi can you tell me how you worked out the answer,generic
how much of her money do you need to work out?,focus
hi can you talk me through your answer,generic
ok tell me the calculation needed to work out how many marbles she gave stuart,probing
"hi hunter, could you explain your workings?",generic
can you see you forgot to deduct the blue chips?,focus
"hi stephanie, could you explain your solution?",generic
can you see that you had already included the times for rewinding in your workings?,focus
"hi claire, can you explain your answer?",generic
"remember, the first harvest yields 20 sacks. the 2nd harvest yields 20 more.",focus
hi can you talk me through your answer,generic
"ok i can see you have correctly worked out she needed 2 boxes of candles, how many candles is that",probing
"hi alejandra, could you please walk me through your solution?",generic
let's try this from a different angle. how many sitpus would shawna have to do in total throughout all three days monday-wednesday?,focus
"hi lakisha, canyou explain your workings?",generic
"going back to the question, how many pets have 4 legs and how many of these are dogs?",focus
"hi winnie, talk me through your answer",generic
great start. you are correctin saying that 60 of 50 students is 30. but in order to figure out the cost per student you mst divide 30 by 50 before x by 126,focus
hi can you explain your answer,generic
ok jesse had read 83 pages 1 3 so he needs to read 2 3 so how much is that,probing
hi michael tell me your solution,generic
ok i see. so your right that he makes 6 stories per day. and each is 10 foot tall - we need to multiply the 10ft by the 5 floors before going any firther,focus
hi can you talk me through your answer,generic
"ok i can see you have calculated thay maya can initially lift 60 pounds, as she grows stronger how much can she lift",focus
"hi rishi, could you please walk me through your solution?",generic
do you know from the problem how many containers it takes to paint one wall?,focus
"hi scott, tell me how you solved this one",generic
ok you are right 18 yards of velvet is needed to make 6 cloaks and 3 yards are needed for 12 hats. so how many yards are needed for 12 hats and 6 cloaks?,focus
hi can you talk me through your answer,generic
ok i can see you have worked out that jethro had 20 and twice that is 40. if carmen needs 7 more to get to 40 how much does she have,probing
"hi riya, could you please walk me through your solution?",generic
let's maybe try to solve this problem in an easier way. let's say i have 1 pencil and you have one more than me. how many do you have?,probing
hi can you talk me through your answer,generic
ok so lets look at what we know. the 3rd segment is how long,probing
"hi scott, could you please walk me through your solution?",generic
let's focus again. how many words can bert write with one pencil?,focus
"hi heidi, could you please walk me through your solution?",generic
"you already did great. you understood how many games reggie won 9 and that his friends started with 100 marbles and now has 10. since there are 10 marbles on the table for every game, what does that mean?",focus
"hi, could you please walk me through your solution?",generic
there is a mistake in here. could you please tell me how many eyes in total the son gets if he gives 2 eyes to his dog and he eats 22?,focus
"hi, could you please walk me through your solution?",generic
that is mistake you have done. not each class is 3 hours long,focus
"hi, could you please walk me through your solution?",generic
there seems to be a mistake here. can you please tell how much a pair of toys cost?,focus
"hi michael, could you please walk me through your solution?",generic
you already did many things right but it seems that you converted the numbers several times. let's maybe put the conversion from inches to feet at the end. can you try to solve the problem again?,telling
"hi, could you please walk me through your solution?",generic
"there seems to be a mistake here. if there are 30 white, blue and green coloured chips and 15 of them are white, how many are green and blue?",focus
"hi, could you please walk me through your solution?",generic
there seems to a mistake in here. could you please tell me how many round trips does the train make in a day?,focus
"hi ayisha, could you please walk me through your solution?",generic
you already did great by calculating the total numbers of female and male students but where do the additional 2 females come from?,focus
"hi lakisha, could you please walk me through your solution?",generic
how do you get the 28 croissants? how many are jorge and guiliana eating each?,focus
"hi , could you please walk me through your solution?",generic
there seems to be misunderstanding here. the height of the hill is the difference between the distance from the riverbed to the hilltop and the distance between the riverbed to the hill's bottom.,focus
"hi scott, could you please walk me through your solution?",generic
"ok, so at the beginning you already calculated the notes for all classes of the week 25 and the the pages of notes each day 10. so how many pages is that in a week?",focus
"hi, could you please walk me through your solution?",generic
"there seems to be a mistake in here. if he is 10 floors higher than his starting point, which floor is he in?",focus
"hi, could you please walk me through your solution?",generic
"there is a mistake with the equation. if x girls didn't join the trip out of 10 girls and those who joined is same as that of boys, what should be the equation?",focus
"hi hunter, could you please walk me through your solution?",generic
"let's try to approach this differently. say i win 100 in a lottery. afterwards, i put this money in the bank and get 1 interest per year. so i will have 101 after one year. but at first, i only had 100 dollars. the increase only happend afterwards. in the same way, the increase by 20 in the problem only appears after the first harvest. what does that mean for our problem?",probing
"hi brenda, could you please walk me through your solution?",generic
did the question ask about goals per period?,focus
"hi, could you please walk me through your solution?",generic
you might have committed a mistake.could you please check whether you have considered all the 7 days of the week?,probing
"hi lakisha, could you please walk me through your solution?",generic
"ok , so why are we dividing the number of pies by number of days?",focus
"hi , could you please walk me through your solution?",generic
"there is some mistake in here. if he has taken pills, for four-fifths of the total days, for how many days is he taking pills?",generic
"hi riya, could you please walk me through your solution?",generic
ok so you're on the right track. she does cook 13 eggs every time she cooks breakfast. how often does it say in the question that she cooks breakfast?,focus
"hi heidi, could you please walk me through your solution?",generic
"so, in decimal points, what would 11hrs and 20 minutes be?",focus
"hi alejandra, could you please walk me through your solution?",generic
"good work so far, so randi had 12 nickels right?",focus
"hi claire, can you take me through your calculation",generic
can i ask why you have add the 8 and 6 twice?,probing
"hi lakisha, can you talk me through how you worked out the answer",generic
"have a look at the question carefully, how many sisters are there in total?",focus
"hi hunter, talk me through your calculation?",generic
"okay, can you read the question again carefully. is the figure given for the total yarn used or just for one of the balls?",focus
"hi alejandra, can you talk me through your calculation?",generic
the first part is perfect. look back at the question though and see if you can spot a miscalculation with your 2nd year,probing
"hi, could you please walk me through your solution?",generic
"there is a mistake in here. let me clarify that there are 100 students only. not 400. out of 100, 56 are boys and 44 are girls. and they need to divided equally into 4 classes. can you do that?",probing
"hi , could you please walk me through your solution?",generic
"no it doesn't. you have used the same variable c for country cds and classical cds, which is not correct unless you are sure that they are equal in number. do you think they are equal ?",probing
"hi , could you please walk me through your solution?",generic
"but you have already accounted for both of them in the first step, that is 12 hours per day. why are you multiplying again in the last step?",focus
"hi , could you please walk me through your solution?",generic
there is a mistake i see in here. can you please tell me how many bricks in total are needed for the whole job?,focus
"hi , could you please walk me through your solution?",generic
oh there seems to be misunderstanding here. it's 1 5th of the number of cars with valid tickets that have parking passes.,focus
"hi , could you please walk me through your solution?",generic
"what rubbish! if karina's brother is younger than her, how could he possibly have been born 1000 years before karina? does that make any sense to you?",probing
"hi michael, can you talk me through your solution?",generic
"wow, that seems like a lot of fat per serving! could you look at the question again and work out whether you really need to work out the ounces?",probing
"hi , could you please walk me through your solution?",generic
that is not correct. tell me this. how much he has left after the purchase of ingredients?,focus
"hi jordy, please can you walk me through your solution?",generic
"okay, i can see you have correctly identified that leah had 12 in her wallet, but then you get something wrong. can you identify it by reading the question carefully?",probing
"hi , could you please walk me through your solution?",generic
why did you substitute 12 in x?,focus
"hi lakisha, can you walk me through your solution?",generic
okay. that seems too low. let's start by working out how much james gets paid in his new and old job per week. how would you do that?,probing
"hi , could you please walk me through your solution?",generic
did you add the cost of the iphone itself?,focus
"hi scott, can you walk me through your solution?",generic
"okay, before we work out the correct answer, can you tell me what 'range' means?",probing
"hi stephanie, can you walk me through your solution?",generic
"i can see that your method is sound, but your calculations are not. what did the club start off with?",probing
"hi seth, can you talk me through your method please?",generic
"ok, you've made a great start but you've got a little muddled. you are correct that each student needs to eat 4 vegetables to earn 8 points. but remember that they have 2 weeks to do this in.",probing
"hi , could you please walk me through your solution?",generic
i think you missed something. cats?,focus
"hi , could you please walk me through your solution?",generic
there is a mistake in here. could you please tell me how many times does he shoots his weapon in a minute if one time shooting takes 15 seconds?,focus
"hi , could you please walk me through your solution?",generic
there seems to be some sort of mistake with the number of goals scored by judah. could you please re read the question and try again,probing
"hi , could you please walk me through your solution?",generic
if i borrow 100 from someone can i return 130 to the person without earning more?,probing
"hi , could you please walk me through your solution?",generic
you seem to have miscalculate the number of siblings. sandy is not a sibling to herself. she has 4 siblings.,focus
"hi , could you please walk me through your solution?",generic
"there seems to a repeated multiplication. if me and my brother work for 5 hours everyday and get paid 5 an hour, how much money would i make at the end of the week",probing
"hi , could you please walk me through your solution?",generic
"jack has black, green and yellow coloured pencils total 60 in number. if one third are yellow 15 are black and the rest are green, how many green pencils are there?",probing
"hi , could you please walk me through your solution?",generic
x 12 is a wrong substitution. you have assumed olaf's age to be x and have substituted it with beckett's age,focus
"hi , could you please walk me through your solution?",generic
that doesn't seem to be correct. why have you added the item's price again in the total? it's already included in 54,focus
"hi ronny, lets look at the question again. how many batches does the cookie dough make?",generic
"ok, that's excellent. so if we have 81 chips. how many chips are in each batch?",telling
hi alisha. let's look at the question again. how many crickets does the gecko eat over three days?,generic
that is not what the question says. can you see where you have gone wrong? what does the question say?,telling
"hi jian, you have done well and you are almost there but you're missing one simple step. if the goats have 11.75 carrots each, you are right to give them 11 each.",telling
"is your answer how many carrots are left, per goat?",probing
talk my through your second step please?,generic
but is 5178 not the total number of black balloons?,probing
please work out profit made by star wars individually?,focus
forget the earning to start with,probing
recalculate the stepd walked on day three please,probing
no have another go,focus
have a look at the question as you were getting the correct answer until the end?,focus
okay let me help you?,generic
okay you are right in a way but you need to fingure out how many plants were originally planted if there were 6 by the end of month 1,generic
yes well done. can you explain where you found this confusing ?,generic
how many games does neil have after getting the 5 from henry?,probing
relook at the question - henry has 4 times more games than neil after giving him 5. knowing this re look,probing
"you have started the question wrong. he didn't sell 18 watermelons, he went gome with 18",telling
let's start by focusing on the sold watermelons. he sold x amount at 3 and made 105 so how many did he sell?,focus
how long does it take to clean 1 normal sized car?,probing
an suv takes twice as long as how long is that?,probing
hi riyi. if chris takes away 1 4 of the 40 marbles how many will he take away?,generic
ryan will also take away a 1 4 of the 40 marbles. how many will he take away?,probing
hi ayisha. how much money did lily start with? how much did she spend in total?,probing
using just those two numbers calculate how much she has left?,focus
"hi cody, you said omar starts with 12 ounces of coffee and drinks 9 ounces before it turns cold. that leaves 3 ounces correct?",generic
"once it is cold and there are 3 ounces left, omar drinks 1 more ounce of coffee. how much does coffee is left?",telling
hi emily. the two pairs of sneakers are 60 and 40. the cheaper pair is half off so what pair is that and what is their new price?,probing
is the cheaper pair the 60 shoes or the 40 dollar shoes?,probing
"hi jian. if x is the number of bedbugs you started with, 3x represents the number of bedbugs you have on day 2. correct?",probing
"so on day 3 you have 3 3x or 9x, and on day 4 you have 3 9x or 27x. correct?",probing
"okay, good start but from the second point on we need to relook. tanya has 10 red erasers and how many are red if one half are red",probing
tanya has 10 red erasers - rachel has 3 less than half of tanyas - try that agin,probing
let's re look at step 1. each movie ticket sold costs 30 dollars - how many tickets were bought?,probing
so multiply that by 30,probing
how many pies were made,probing
and how much does it cost to make a pie?,probing
relook at the question.- it states that paul usually does 2 hours every night plus 5 hours at the weekend. so how many hours is this?,focus
how many days during the week,probing
keep in mind that smith gave randy 200. so how much did he have before he got money from smith. you have already stated that he had 3200 in total after getting money from smith,probing
you have taken 200 off twice there. it only needs to be removed once,probing
"hi lakisha, i like how you determined that 90 females like comic books. how many males like comic books?",probing
ok so if 90 femals and 120 males like comic books how many people is that altogether?,focus
hi mariana. please calculate first how many flights janice walks up only?,probing
good. now calculate how many flights janice goes down only?,probing
"mariana, you correctly stated that the distance travelled after turns 3 and 4 equalled 10 meters... could you re-read the problem and tell me how far the car travelled after the 4th, or final, turn?",focus
what was the total distance travelled in turns 3 and 4?,probing
"hi alejandra. you said the squirrel took 30 acorns from his winter piles, correct?",generic
good work? that is how many he has to eat in the spring!,generic
"hi scott, how much money in dollars did nigel start with? also what is twice that amount in dollars?",probing
if nigel has 10 more than the 90 how much does he have before giving any away?,probing
hi riya. how much did geoff spend on sneakers monday total?,generic
how much did geoff spend total on tuesday if it is 4 times as much as he did on monday?,probing
"you correctly calculated the profits made by the lion king, so you also correctly calculated the profits for star wars. what did the problem ask you to calculate for star wars?",probing
so you gave the figure for star wars' profits... how would you find the earnings?,probing
hi deandre. you said the 2nd ring costs 20000 and he sold the first ring for 5000. correct?,generic
"how much did the first ring cost jim? if he sold it for 5000, much much is he out of pocket for that ring?",probing
"scott, according to the problem, how many rose petals are needed to make an ounce of perfume?",probing
how many ounces are in each bottle of perfume?,probing
"michael, if they make 2 per mushroom and made 58 dollars on the first day, how many mushrooms did they pick on the first day?",probing
excellent. how many did the pick on the second day?,probing
"jordy, how many people are wearing checkered shirts? how many are wearing stripped shirts?",probing
how many total people are there in the cafeteria?,probing
"hi seth you pretty much already have the answer. however, the question is asking for how many more gallons must flora drink daily, not how many in total, which is what you wrote",focus
great you got it,generic
why do you do 15 2 30,focus
so you have 15 cups right? and you need 2 cups per dozen for frosting. how many dozens can you make for frosting?,focus
"hi rishi, although the question doesn't state which units to use. could you please submit your answer of 1.75 liters in milliliters.",generic
"yes, that is correct. thank you.",telling
why did you decide to do this? jeff makes 10-1 9 donuts each day.,generic
so jeff's eaten donuts have been included. can you see where you have gone wrong after this point?,focus
what is the amount of the 20 tip?,generic
"yes, that's correct.",telling
"hi ronny, you have made a mistake in your solution. please check your total number of blue notes.",generic
"yes, that's correct.",telling
"hi michael, let's look at your solution. would 32 jalapenos in one sandwich make sense?",focus
"but let's look again, the question tells you that each sandwich uses 4 strips of pepper. not 32.",focus
"claire, you did a great job figuring out that tedra had 700 kg of tomatoes left. that is what the question wanted us to find. why did you go back to how much was harvested even after you solved the problem?",focus
"oh that makes sense. but then you said 0 were remaining, but you had already determined 700 were remaining?",focus
could you explain why you multiplied the number of eggs by 60 as this is the time it took her to collect the 270 eggs. could you try this part again,probing
this is incorrect it takes her 60 minutes to collect 270 eggs,focus
"alejandra, i like how you determined that gavin had 1460 dreams. the question then says he had twice as many dreams as last year. why did you choose to use 1 2 to represent the word twice?",focus
what does the word twice mean?,probing
"luca, let's first try to determine on a normal day how long it would take to fill the barrel.",focus
so on a normal day how long would it then take to fill 12 barrels?,probing
do you think you have used the wrong numbers in the second step,probing
we need to find half of 60 so would we multiply.?,focus
could you explain your final step to me as you have done well until then,focus
"could you explain why you too, the commission away as this was something she received",probing
"the question tells is the amount they collect in two week , do you think we need to firstly break down to how much per week and if so how you would achieve this",focus
correct and if this is for one section and we have four sections what would your total each week be,focus
could you please look at your first answer and see if you have used the correct symbol,focus
so if the student starts with 50 and adds 20 more on the first week could yo7 explain why you subtract 20,probing
"winnie, i think you misunderstood the meaning of double counted. for example, if i double counted 6 people, i would think there were 6 more people than there actually were... not 12 more because 6 of them do exist.",probing
"basically correct, though you added an extra step.",probing
"mariana, re-read the problem... how often does janet use 15 pounds of cat litter?",probing
how many weeks does she need to buy for?,probing
"claire, how many months attendance were you supposed to add together?",probing
"excellent, recalculate with the last month added in.",probing
how many more minutes did anna work than billy?,probing
how many minutes does it take to wash a dish?,probing
"seth, how many walls has eric already taken the wall paper off of, and how many are left to do?",probing
so how many walls total are left to do?,probing
hi heidi. how many baskets did levi's brother score in total?,probing
if levi needs to beat him by 5 what is 5 more than 15 baskets?,probing
hi riyi. tell me how many movie tickets and how many football tickets are bought?,probing
how much will the 8 movies tickets cost?,probing
hi ronnie. you said it would take ann how many more minutes to frost 10 cakes?,generic
how many minutes longer does it take longer to frost 1 cake with a sprained wrist?,probing
"hi emily. you said nigel has 125-x dollars after his mom gave him some money, correct?",generic
now let's calculate what twice the amount nigel originally had is plus 10 more. how much did nigel start with? what is twice that amount? now add 10 more. how much is this?,probing
hi deandre. you said 1 unicorn would create 12000 flowers when walking across the forest. correct?,generic
you said the journey is 9000 metres and each unicorn steps 3 meters. so how many steps does 1 unicorn take?,probing
"hi brenda, thank you for your answer. can you have another read of the question and how many paint colours there are?",generic
that's great brenda. now have a look at your working out and see if you can spot the mistake that you have made. just ask if you need a clue.,focus
"hi michael, thank you for your answer. can you tell me in a story, what this question is about? ask me if you need a clue.",generic
so would we expect his mileage to be more or less after his trip?,probing
re-read the question. what is the answer the question is looking for?,probing
re-read your answer and stop when you get to the first equation you wrote which says how many lines the first character has. what is that equation?,probing
"luca, how many weeks are there in a month?",probing
"ok, if you subtract a day's pay from each week, how many day's pay did you subtract from her monthly pay?",probing
"mariana, re-read the question. how much money did lilith need to raise for the present selling the water bottles?",probing
so how much extra money does she still need to buy the present after selling the bottles at the cheaper price?,probing
"hi mariana, let's look at your solution",generic
